影院名称,影院专资,所属城市
喜满客影城,52014201,贵阳
明星时代影城（北大梦想城店）,52014401,贵阳
华夏国际影城(新天卫城店）,52014501,贵阳
中影DY影城（顺联公园里DMAX店）原新天影,44131301,佛山
星汇国际影城,44131311,佛山
中宁国际影城,34102801,阜阳
宜黄县中影天幕国际影城,36100271,抚州
越幕影城抚州赣东宾馆店激光巨幕,36100291,抚州
缘虹影城（千盛店）,23012621,哈尔滨
星际影城（瓜沥店）,33018641,杭州
橙天嘉禾影城（杭州来福士店）,33018741,杭州
中影国线巨幕影城（新登富春港店 ）,33018751,杭州
浙影时代影城·西溪欢乐城IMAX店,33018681,杭州
杭州新天地新远影城IMAX,33018761,杭州
格林星光巨幕影城（转塘店）,33018771,杭州
星璨国际影城（杭州於潜店）,33018781,杭州
杭州中影国际影城（东站西子国际店）,33018791,杭州
洋县嘉和影院,61072501,汉中
文投国际影城天汉店,61072601,汉中
汉中奥斯卡巨幕影城（4K RGB激光）,61072701,汉中
天晟新时代影城（南丹店）,45110081,河池
巴马环亚影城,45110161,河池
魔影国际影城宜州店,45110181,河池
环球激光巨幕影城（黉街店）,34018901,合肥
大地影院（合肥融侨悦城店）,34019201,合肥
合肥耀莱成龙国际影城（龙塘店）,34019301,合肥
观者国际影城（中星城店）,34019401,合肥
纵横国际影城水岸新城店,43043501,衡阳
耒阳横店影城,43043101,衡阳
融冠环球影城,43043801,衡阳
中影星美巨幕影城,44092001,河源
菏泽大学影视城,37147131,菏泽
菏泽魔影国际影城（牡丹店）,37147141,菏泽
鸡街中影傲城影院,53252201,红河哈尼族彝族自治州
金平一虹影院,53251401,红河
中影星美国际影城（开远店）,53252401,红河哈尼族彝族自治州
万达影城（玖珑汇IMAX店）,32093511,淮安
中影ul城市影院淮安店,32093611,淮安
淮安东界国际影城,32094111,淮安
万达影城（喜悦广场IMAX店）,15012011,呼和浩特
奥际影城（旗舰店）,15012141,呼和浩特
凯诺星空国际影城（维多利国际广场店）,15012161,呼和浩特
中影欢乐影城（彩虹店）,44085601,惠州
中影熙腾国际影城（惠城店）,44085701,惠州
横店影视电影城（扎赉诺尔店）,15102121,呼伦贝尔
织里上影影城,33024301,湖州
天智良黎创客影城,53013001,昆明
时光影城（云南大学店）,53016901,昆明
时光影城（安宁店）,53017701,昆明
中影·嘉树激光影城（春城慧谷店）,53017901,昆明
橙天国际杜比影城（呈贡海岸城店）,53018201,昆明
井冈山星河红色影城,36080221,吉安
横店电影城泰和店,36080291,吉安
吉安县上影国际影城,36080311,吉安
中影时代凤凰影城(恩平江洲店),44124001,江门
VNC国际影城（里村尚品汇广场店）,44124601,江门
嘉兴耀莱成龙国际影城（海宁店）,33036001,嘉兴
兰馨影城,33036101,嘉兴
万达影城（吉林省桦甸）,22023501,吉林
章丘传奇影城（大润发维华4K激光巨幕店）,37027251,济南
济阳齐纳国际影城,37027311,济南
永昌新视界影城,62110601,金昌
大地国际影城,14063781,晋城
京山横店电影城,42041901,荆门
京山中影财茂影城,42042001,荆门
城市广场巨幕影城,42033901,荆州
监利县横店电影城,42033601,荆州
信达巨幕影城,42034001,荆州
老地方影城（黄宅店）,33096701,金华
保利万和美博影城（义乌之心IMAX店）,33096801,金华
金华0090主题影城,33097401,金华
义乌横店电影城佛堂店,33097501,金华
金华荣耀激光影城,33097601,金华
平遥电影宫,14243621,晋中
锦州中影国际影城（太阳广场店）,21070191,锦州
中娱国际巨幕影城（化州店）,44163001,茂名
三河中影国际影城（燕郊永旺 CINITY 店）,13063501,廊坊
华谊兄弟燕郊天洋城店,13064201,廊坊
霸州胜芳横店电影城,13064401,廊坊
中都影城（廊坊店）,13064301,廊坊
中影博雅影院,13064501,廊坊
兰州曜莱影城新区店,62014601,兰州
峨眉橙天国际影城,51140131,乐山
UME影城（四川乐山店）,51140141,乐山
中影中臣影城,32112411,连云港
星轶IMAX影城（民主路文化街旗舰店）,32112511,连云港
襄汾横店电影城,14073661,临汾
临汾横店电影城（安达圣店）,14073831,临汾
中影星美国际影城（鸿儒国际店）,37087281,临沂
中影乐尚巨幕影城（莒南店）,37087291,临沂
苏宁影城（金鼎国际店）,37087301,临沂
柳州横店电影城,45020261,柳州
陇南康县影城,62050701,陇南
陇南太平洋影城,62051201,陇南
上杭金逸院线时代影城,35073851,龙岩
新视界影城(宏泰广场店),14113711,吕梁
漯河CFR焰石杜比巨幕影城（召陵店）,41112401,漯河
魔影国际影城（栾川店）,41031501,洛阳
洛阳老城电影院（十字街店）,41034201,洛阳
大地影院（南昌象湖coco悦城店）,36016801,南昌
漫威国际影城（瑶湖夜市店）,36016901,南昌
太平洋蓬安相如影城（中星国际店）,51096211,南充
南充嘉美影城（儿童公园店）,51096231,南充
UME影城（南充白马湖DMAX店）,51096411,南充
太平洋影城(南充南湖店),51096251,南充
保利万和国际影城（嘉陵店）,51096241,南充
中影星美国际影城（营山店）,51096261,南充
保利万和影城（仪陇店）,51096271,南充
观者国际影城（新街口店）,32019221,南京
汉鼎宇佑影城（上林店）,45010621,南宁
海安星驰未来影城（曲塘店）,32108611,南通
苏宁影城（南大街店）,32109091,南通
南通幸福蓝海影城竹行店,32109081,南通
中影星美国际影城（启东店）,32109101,南通
南通耀莱成龙国际影城（长江镇店）,32109131,南通
幸福蓝海三余影城,32109121,南通
南阳好莱坞影城（摩根吾悦广场店）,41134801,南阳
中影星云影城4D（和城one mall店）,41134701,南阳
中影国际影城（姜山万达CINITY LED店）,33049601,宁波
大地影院-宁波高鑫广场,33041131,宁波
丹寨星空影城,52260901,黔东南苗族侗族自治州
施秉电影院,52261301,黔东南苗族侗族自治州
黎平县中影星美国际影城,52262801,黔东南苗族侗族自治州
独山时代凤凰影视城,52270801,黔南布依族苗族自治州
中影南方国际影城,52272201,黔南
册亨亨达国际影城,52230601,黔西南
新烽禾影城（兴义壹号站店）,52231501,黔西南布依族苗族自治州
1+X红树林影城（影城B区）,37037351,青岛
庆城新视界影城,62041001,庆阳
龙盛国际影城,44182401,清远
东购电影城,13352101,秦皇岛
中影红林国际影城,45070131,钦州
越幕影城【巨幕】,46040401,琼海
博鳌电影院,46040501,琼海
万达影城（新天城市广场XLAND店）,35054091,泉州
万星国际影城（永春店）,35054141,泉州
滨江首府正德影城,35054151,泉州
齐光影城（杜比全景声店）,35054131,泉州
航于（国际）影城,33112601,衢州
灵宝4D数字影城,41121901,三门峡
星耀国际影城,35084821,三明
文公国际影城,35084231,三明
保利国际影城（亚龙湾店）,46032201,三亚
万达影城（闵行颛桥万达广场杜比影院店）,31116401,上海
幸福蓝海影城（上海闵行日月光中心杜比全景声店）,31116601,上海
红石影城（惠南店）,31134201,上海
CGV影城(白玉兰广场IMAX店),31061701,上海
晟嘉国际影城上海尚悦湾店,31134301,上海
红星电影世界上海张江绿地店,31134401,上海
大光明丽星VIP影城（昌里路杜比全景声店）,31134501,上海
上海幕画国际影城（安亭店）,31184201,上海
丹凤影城,61101201,商洛
睢县巨幕影城,41143801,商丘
婺源县华星国际影城,36110361,上饶
余干天虹中影南方国际影城,36115001,上饶
横峰县华云星河影城,36114901,上饶
中影万尚影城（和平店）,44033301,汕头
万达影城（诸暨万达广场IMAX店）,33055901,绍兴
泰禾影城诸暨雄风新天地店,33056101,绍兴
唐阁影城-绍兴沥海店,33056201,绍兴
蓝天国际影城诸暨枫桥店,33056301,绍兴
诸暨嘉年华影城,33056401,绍兴
邵阳骏维影城,43052601,邵阳
嘉华国际影城万象生活城店,21010971,沈阳
沈阳悦影绘影城(国瑞购物中心店),21011031,沈阳
华美国际影城,21011021,沈阳
江湖影院（侨香店）,44012561,深圳
中影UC国际影城4K MAX（锦泰城店）,44012591,深圳
中影晴瑞影城IMAX,44012631,深圳
哈艺时尚影城（福田京基店）,44012651,深圳
云幕影城（燕川店）,44012621,深圳
中影泰得影城（东门店）,44012661,深圳
博纳国际影城深圳联美店,44012671,深圳
保利国际影城石家庄保利广场店,13019801,石家庄
华录影城石家庄店,13019901,石家庄
新视界巨幕影城（鹿城广场店）,13011011,石家庄
中都影城（北辰店）,13011021,石家庄
中都影城（荣鼎店）,13011031,石家庄
行唐县七星国际影城,13011041,石家庄
绥化大世界影城,23120010,绥化
永逸电影城（大英店）,51169961,遂宁
广水中山影城,42151101,随州
中宁国际影城（黄埭店）,32029481,苏州
幸福蓝海国际影城(苏州文体中心IMAX店）,32029541,苏州
幸福蓝海梅李影城,32029691,苏州
欢乐大都会影城,14013751,太原
泰禾影城台州路桥檀香府店,33066501,台州
星璨国际影城（温岭大溪店）,33066601,台州
天津天大求实影院,12120991,天津
红星电影世界天津之眼店,12051091,天津
SFC上影影城（天津滨海店）,12071101,天津
中影幕森国际影城（金街中国巨幕店）,12071111,天津
横店电影城天门店,42121501,天门
万达影城（万达广场IMAX店）,34070801,铜陵
春天国际影城（万宁店）,46080201,万宁
安丘华夏国际影城,37067201,潍坊
昌邑金马国际影城（文化中心店）,37067211,潍坊
中影悦来影城（居然之家巨幕店）,37117101,威海
中影惠影国际影城（威海东方新天地店）,37117111,威海
中影禾盈国际影城,46070301,文昌
泰顺时代桃园影院,33079901,温州
温州东漫国际影城,33071001,温州
金玛国际影院,33076021,温州
瑞立外滩影城,33076011,温州
中影星美浩瀚国际影城（铁桥店）,42017711,武汉
中影奥莱影城罗马春天店（原烽禾）,42019491,武汉
无为保利国际影城,34024101,芜湖
UME影城（DMAX芜湖镜湖店）,34024401,芜湖
万达影城（德汇万达广场IMAX店）,65013061,乌鲁木齐
乌鲁木齐银河欢乐影城（瑞达店）,65010221,乌鲁木齐
i尚花田电影小镇,65010481,乌鲁木齐
无锡维轻橙天国际影城,32039101,无锡
SFC上影国际影城（富安广场店）,32039141,无锡
幸福蓝海星影城(锡北激光店),32039201,无锡
万达影城（延安万达广场XLAND店）,61062701,延安
中影星美国际影城（阳泉开发区店）,14033801,阳泉
瓜洲世纪影城,32065211,扬州
齐纳国际影城招远店,37057181,烟台
完美世界影城（牟平杜比全景声激光双巨幕店）,37057191,烟台
莱阳八目影城（市政府茂昌店）,37057201,烟台
烟台龙湖假日影院,37057211,烟台
诚丰影城珙县店,51066131,宜宾
宜昌银兴国际影城,42053401,宜昌
SFC上影国际影城（樟树店）,36090451,宜春
宜春市横店电影城（宜丰店）,36090461,宜春
华联影城（海悦广场巨幕影院）,64010341,银川
唯悦国际影城,21080211,营口
江苏宜兴万石镇大光明影城,32037011,无锡
益阳中影国际影城（海洋城CINITY LED店）,43072601,益阳
宁远心悦绘影城,43112701,永州
屈原管理区明星影城,43062601,岳阳
汨罗市华和鑫影城,43062401,岳阳
CGV影城（岳阳IMAX店）,43063301,岳阳
红鲤鱼影城,14083681,运城
新兴殷逸影城,44191401,云浮
峨山中影时代影城,53041901,玉溪
大地影院（厦门银泰百货CINITY店）,35024861,厦门
寰映影城银泰百货国贸店,35023911,厦门
西安艾欧尼亚影城（科大店）,61011031,西安
豪拉蒙国际影城,61011071,西安
阎良奥斯卡影城（梦想城购物广场店）,61011081,西安
华夏优加影城（电子正街店）,61011111,西安
时代华纳国际影城（彩虹店）,61042401,咸阳
欢乐国际影城,42072801,孝感
中影国际影城云梦店,42072901,孝感
零点年华国际影城,15221861,兴安盟
时光影城（景洪告庄店）,53281101,西双版纳傣族自治州
万达影城(XLAND兴美店）,32075211,徐州
星众恒影城（原幸福蓝海泰山路店）,32075311,徐州
金象影城（中万国际店）,37097091,枣庄
枣庄耀莱成龙国际影城万洲第一街店,37097101,枣庄
齐纳全激光国际影城（薛城银座店）,37097111,枣庄
中影星美国际影城张掖店,62121001,张掖
唐德国际影城（漳州万益店）,35060191,漳州
星观点影院（万科店）,35060201,漳州
首星影城（长泰万豪店）,35060211,漳州
大地影院（肇庆星城广场店）,44172601,肇庆
保利国际影城肇庆益华广场店,44172701,肇庆
奥斯卡一天地激光影城,41011121,郑州
巩义恒世激光影城,41011171,郑州
中影新干线影城郑州新世界店,41011181,郑州
中影星影迷激光影城（陇海路大润发店）,41011241,郑州
中影巨幕星光影城（荥阳豪布斯卡店）,41011211,郑州
镇江上影国际影城（一方商业城店）,32054811,镇江
IDC国际影城（中山小榄中国巨幕店）,44116501,中山
中山京华影城（益华百货店）,44116801,中山
上蔡中影数字激光影城（李斯步行街店）,41174401,驻马店
星美影商城（自贡荣县店）,51040041,自贡
太平洋电影城（资阳沱东店）,51083211,资阳
嘉裕国际影城（马家湾丰乐店）,52033601,遵义
嘉裕国际影城（珠海路学府店）,52033701,遵义
星艺国际影城（新国贸·曼哈顿店）,52033901,遵义
烽禾影城仁怀店,52034001,遵义
汇丰国际影城,61081401,安康
金逸影城(MOMA当代店),43010511,长沙
雷纳电影城（重庆路民生购物中心店）,22112901,长春
边城国际影城,14023331,大同
埃曼巨幕影城（曼哈顿店）,23012521,哈尔滨
怀化市楚湘人民电影城,43122401,怀化
五溪华夏影城,43121801,怀化
嘉峪关中影国际影城（天诚广场店）,62130501,嘉峪关
郯城汇文国际影城,37087261,临沂
锦鸿国际影城,14073761,临汾
万达影城（金都国际广场XLAND店）,53033001,曲靖
CGV影城(K11 4DX店),44001971,广州
巴彦横店电影城,23012661,哈尔滨
横店电影城（建湖万彩店）,32085011,盐城
温州横店电影城,33076031,温州
淮北横店电影城（永利店）,34120901,淮北
西平横店电影城,41174501,驻马店
横店电影城（富顺店）,51040221,自贡
安乡横店电影城,43084701,常德
大地影院（阜阳宝龙广场店）,34102901,阜阳
睿智国际影城,61061401,延安
武汉中影优加影城,42019511,武汉
北京比高影院,11051411,北京
金逸影城（南区星汇杜比全景声店）,44116901,中山
昌吉市奥斯卡国际影城环宇广场店,65230151,昌吉回族自治州
沃美影城贵安世纪金源店（长城国际影城）,35014056,福州
天銮影院,42033801,荆州
范家屯镇兴泰影城,22042401,长春
晟嘉国际影城西单万方店,11021391,北京
大连苏宁影城亿锋广场店,21020791,大连
新华国际影城（南京店）,32019251,南京
重庆秀山县中影南方影城,50410041,重庆
临夏金逸珠江国际影城,62091301,临夏回族自治州
云溪楚湘国际影城,43063401,岳阳
八方银兴影城,42093101,十堰
越界影城万盛店,50220051,重庆
荣成棒棒糖影院,37117131,威海
影咥,61011121,西安
ACTO梦空间影城（坪山天虹店）,44012681,深圳
前锋电影院,51120431,广安
达乐国际影城,13043001,承德
金逸影城（太原MOMA店）,14013851,太原
中投激光4D巨幕影城（潢川店）,41153401,信阳
灵川县大唐影城,45030541,桂林
华夏影城（安贞环宇荟）,11051431,北京
金逸影城(嵊州和悦IMAX店),33056501,绍兴
中影国际影城（永旺CINITY店）,37057231,烟台
嘉年华影城（杜比全景声巨幕温州平阳店）,33076051,温州
DFC影城（嘉兴杉杉店）,33036201,嘉兴
嘉凯影城（马鞍山中国巨幕店）,34052901,马鞍山
中影国际影城（歌尔生活广场CINITY LED店）,37067231,潍坊
嘉凯影城（新乡金碧天下店）,41074301,新乡
曲靖陆良横店电影城,53033101,曲靖
达州升华横店电影城,51106191,达州
中影中数国际影城（铁岭哥伦布店）,21120161,铁岭
金逸影城（沈阳佳兆业店）,21011051,沈阳
横店电影城（松阳店）,33083101,丽水
金逸影城（九江当代店）,36045301,九江
金逸影城（南城旺南奥特莱斯店）,44101481,东莞
佳影巨幕影城（萝岗香雪锐丰广场店）,44001991,广州
【永宁】中影JAJ24小时咖啡·影院(新城市场店),44001981,广州
东影时代影城临平（杜比全景声巨幕店）,33018861,杭州
明星国际影城（宝安店）,44012751,深圳
奥斯卡金辉国际影城（金辉店）,61011161,西安
稻田影院（稻田创业小镇A9三楼）,35010451,福州
燕春楼美嘉美国际影城,13073901,沧州
咪咚影院良乡店,11111451,北京
元影城,11051441,北京
美纳影城（桃李春风店）,33018481,杭州
中影星美国际影城洛南店,61101301,商洛
横店电影城（枣庄中坚1878店）,37097141,枣庄
苏影星海影城（苏州大运城店）,32029671,苏州
星美影商城-重庆紫荆店,50120341,重庆
保利国际影城深圳龙华悦都店,44012771,深圳
中影东方影城（苏映东港店）,32039231,无锡
德阳学府激光影城（工农村店）,51036511,德阳
宁波嘉宝国际影城,33041151,宁波
楚湘国际影城(衡东店),43043401,衡阳
茶陵大千影城,43022601,株洲
博纳国际影城（维多利万悦城店）,15052281,赤峰
中影东方主题影城（星享荟金鹰店）,34024501,芜湖
中联万国影城（亿丰店）,21060191,丹东
博纳国际影城临汾店（激光巨幕）,14073871,临汾
鱼台时代影城,37077141,济宁
金逸影城（绵阳奥莱IMAX店）,51029711,绵阳
保利万和国际影城都江堰店,51016231,成都
濮阳好莱坞影城,41093301,濮阳
桃江县横店电影城,43072701,益阳
井研横店电影城,51140151,乐山
哈密魔方时代影城,65220151,哈密
保利万和影城 （南昌中悦广场店）,36017401,南昌
上海德信影城（昇PARK店）,31196101,上海
ms国际影城铁路局店,65010471,乌鲁木齐
几何影城观前店（全激光影厅）,32029741,苏州
天智国际影城（绵阳店）,51029641,绵阳
泰禾巨幕影城(ScreenX 118广场店),31052301,上海
咪咚影城,51016241,成都
中影卡美乐影院,44131341,佛山
万达行星美国际影城（无锡店）,32039271,无锡
嘉莱巨幕国际影城（华宇广场店）,51016211,成都
垱市瑞鑫电影城,43084501,常德
喜满客影城（创意山店）,51016171,成都
嘉凯影城（贵港激光巨幕店）,45100081,贵港
中影时代国际影城（乐至店）,51083231,资阳
龙洞巨幕影城,44003201,广州
木槿校园影院（徐汇上师大店）,31074702,上海
中影激光影城（均安店）,44131411,佛山
几何影城（悦享中心店）,35023921,厦门
江阴亿狮影城,32039251,无锡
阳江东汇影城,44142801,阳江
亳州横店电影城（建安文化广场店）,34151501,亳州
芒果时尚影城（第七街区店）,53018101,昆明
大地影城（泗县同辉广场店）,34092401,宿州
如皋嘉博影城,32109151,南通
横店电影城（天中天街店）,41174701,驻马店
金逸影城（漳州红星IMAX店）,35060231,漳州
中影南方V影城,44003801,广州
聚达影城,33076071,温州
众星国际影院（激光巨幕乐从店）,44131381,佛山
中影南方4D激光影城-厚街店,44101491,东莞
海岸线欢乐影城,21080221,营口
大连苏宁影城胜利广场店,21020801,大连
西安华阳奥斯卡国际影城（灞桥华阳城店）,61011191,西安
杭州比高电影城（下沙店）,33017711,杭州
安庆比高电影城（七街店）,34083101,安庆
永恒国际影城（光明正力店）,44012781,深圳
西亚影城商城店,41152801,信阳
信阳固始西亚影城,41153501,信阳
中影新奇影院（花生小镇店）,15012381,呼和浩特
大地影院（沈阳华强店）,21011091,沈阳
万禾影城（华联新生活店）,22023601,吉林
大地影院—南京高淳悦达广场,32019281,南京
保利国际影城（杭州西湖文化广场店）,33018661,杭州
大地影院（阜阳幸福太平洋店）,34103001,阜阳
大地影院（宜春润达国际IMAX店）,36090481,宜春
大地影院（烟台万行广场店）,37057221,烟台
大地影院（吴川金沙广场店）,44153301,湛江
大地影院（清远顺盈时代店）,44182601,清远
大地影院（红河鸿榆新天地店）,53252501,红河
大地影院（西安高科尚都店）,61011131,西安
万达影城（长治万达IMAX广场店）,14053941,长治
万达影城（石嘴山万达广场IMAX店）,64020081,石嘴山
万达影城（商丘睢阳万达广场IMAX店）,41143901,商丘
万达影城（吴忠万达广场IMAX店）,64030191,吴忠
万达影城（溧阳万达广场XLAND店）,32045911,常州
万达影城（黄冈万达广场IMAX店）,42063301,黄冈
万达影城（九原万达广场IMAX店）,15022321,包头
寰映影城（大融城店）,31032301,上海
万达影城（泸州万达广场IMAX店）,51078931,泸州
万达影城（宣城万达广场IMAX店）,34141901,宣城
万达影城（眉山万达广场XLAND店）,51130711,眉山
万达影城（新会万达广场IMAX店）,44124901,江门
万达影城（弘阳广场XLAND店）,32046111,常州
万达影城（鹤壁万达广场IMAX店）,41062001,鹤壁
合肥金逸星达城店,34017901,合肥
金逸影城（普洱雅侎之星店）,53081601,普洱
CooperStar影城（LuOne凯德晶萃店）,31012501,上海
SFC上影影城（杭州余之城IMAX店）,33018841,杭州
汉阴横店电影城,61081801,安康
汝城横店影城（太阳城店）,43103801,郴州
武都横店电影城,62051301,陇南
南丰横店电影城,36100321,抚州
万达影城（金虹桥LED店）,31082601,上海
万达影城（开封万达广场IMAX店）,41023101,开封
万达影城（绥化万达广场IMAX店）,23122118,绥化
万达影城（IMAX万达广场店）,62100901,武威
万达影城（中央时代广场XLAND店）,51083241,资阳
万达影城（中信泰富万达广场杜比影院店）,31184401,上海
万达影城（淮南万达广场IMAX店）,34041501,淮南
万达影城（溧水万达广场XLAND店）,32019321,南京
万达影城（泉州万科里XLAND店）,35054181,泉州
万达影城（4DX巨亿万达广场店）,36075701,赣州
万达影城（奉化万达广场IMAX店）,33046011,宁波
万达影城（贵阳观山湖万达IMAX店）,52014601,贵阳
青岛万达影城东方影都店,37037371,青岛
万达影城（龙鼎万达广场CINITY店）,33036301,嘉兴
太平洋影城（昭通店）,53062101,昭通
太平洋影城（深圳喜荟城店）,44012801,深圳
太平洋影城（高县店）,51066231,宜宾
CGV影城（时代店）,52034201,遵义
CGV影城（绿地店）,45010661,南宁
CGV影城（青云印象汇）,36017301,南昌
CGV影城（环球中心IMAX店）,13106901,邯郸
CGV影城(龙城天街IMAX店),32046011,常州
CGV影城（润和城店）,43011911,长沙
UME影城（苏州金鸡湖店）,32029761,苏州
长沙百丽宫影城（国金中心店）,43011411,长沙
天津百丽宫影城（LUXE陆家嘴店）,12061131,天津
上海百丽宫影城（IMAXLCM置汇旭辉广场店）,31134701,上海
博纳国际影城（大亚湾蓝鲸世界中国巨幕店）,44086101,惠州
博悦汇影城外滩金融中心IMAX店,31012401,上海
博纳国际影城杭州大悦城店,33017721,杭州
银华国际影城,62091201,临夏回族自治州
龙艺影城,23080241,伊春
广宗县横店影城,13093601,邢台
中影星美国际影城（颐和汇邻湾店）,32075411,徐州
新乡奥斯卡新悦影城,41074001,新乡
龙影国际影城,15012101,呼和浩特
星辉LUXE巨幕电影公园（新世界广场店）,65010491,乌鲁木齐
泰安市梦幻影城,37107111,泰安
环球时代全激光影城（新泰店）,37107101,泰安
中影国际影城（青浦富绅时代CINITY LED店）,31173701,上海
金港国际影城(营城子店),22042306,四平
国贸国际影城,22023401,吉林
石家庄太平洋影城（学府路店）,13011051,石家庄
聚异影城,65901071,塔城
中影星美VIP影城砂之船机场店,52014901,贵阳
隆生影院,44091901,河源
银河欢乐影城（super 体验店）,33018811,杭州
万隆影城（李庄店）,37157081,滨州
菏泽中影星美国际影城（和谐店）,37147151,菏泽
阳美中影星美国际影城,44072401,揭阳
罗江环球国际影城,51036341,德阳
醴陵湘汇影城,43022501,株洲
宁南电影城,51180221,凉山彝族自治州
中影迎福影城（连州天福广场店）,44182301,清远
国文巨幕影城（时代广场店）,61034601,宝鸡
平昌万达飞扬影城,51118201,巴中
錄咖影城,44117001,中山
威海时光.新世纪影城,37117121,威海
弥市江南影院,42033701,荆州
新时代影院,13042801,承德
汇聚·电影城（ALPD高亮激光）,13073801,沧州
唯郡兴澜MAX影城,21060221,丹东
鄂托克旗悦新影城,15031061,鄂尔多斯
罗城地王国际影城,45110171,河池
中影星河影城,52033201,遵义
圆融国际影城（大数据中心五楼）,41093201,濮阳
星轶上影影城（仙林九霄梦天地店）,32019261,南京
嘉阳时代影城,62041101,庆阳
乐宾·星光影城,33112301,衢州
十堰SOE激光影城,42093201,十堰
华联影城（肖家河店）,11061421,北京
百叶龙影城（东鱼坊店）,33024401,湖州
中影映象国际影城,14103521,忻州
中影德金影城（客村丽影店）,44001951,广州
白河县艺诚数字影院,61081501,安康
明星时代影城（上海富荟店）,31134601,上海
中影梦工坊（蔡塘DMAX杜比巨幕影城）,35023831,厦门
橙天嘉禾影城（上海世纪汇店）,31134801,上海
东城万达广场店（东城IMAX店）,37127121,东营
林州横店电影城,41052901,安阳
横店电影城五河中央广场店,34032601,蚌埠
枫花园汽车影院（朝阳公园店）,11051001,北京
乐开花影院,11051511,北京
北京耀莱成龙影城（房山天街店）,11111521,北京
深影国际影城（学院南路CGS中国巨幕店）,11061551,北京
博纳国际影城亚运村店,11051561,北京
金逸影城（桓仁龙宝店）,21050151,本溪
苏宁影城（新北杜比全景声店）,32045811,常州
嘉鑫电影院,51016221,成都
橙天国际影城（成都Upark公园店）,51016261,成都
太平洋影城(金堂店）,51016271,成都
中影星美冰雪大视界影城,51016281,成都
大连中影星美国际影城（万盛店）,21020821,大连
中影南方激光巨幕影城（茶山杜比店）,44101541,东莞
佛山诚丰影院,44131441,佛山
乐希影城保利公园店,44131391,佛山
G-pop 高柏影城（广域双巨幕店）,44131361,佛山
金逸·永汉影城（里水店）,44131461,佛山
万星影城（连江店）,35010461,福州
苏宁影城（西一路激光沙发店）,21040181,抚顺
哈艺时尚影城(祈福缤纷汇店),44002601,广州
哈艺时尚影城（立白中心店）,44002101,广州
佳影国际影城（沙溪激光巨幕店）,44002901,广州
楼上友嘉影城-五山店,44002021,广州
哈尔滨九天巨幕影城（学府店）,23012631,哈尔滨
怀化芒果时代影城,43122701,怀化
左岸影城（惠城南山公馆店）,44086401,惠州
都昌景程明星国际影城,36045501,九江
西藏拉萨东辰巨幕影城,54016251,拉萨
金逸影城（万象城IMAX店）,45020281,柳州
融水上影国际影城,45020271,柳州
万星影城（永定店）,35073871,龙岩
东方国际影城,14113911,吕梁
柳林华纳国际影城,14113421,吕梁
九龙天梯保利万和影城（九龙广场店）,51130521,眉山
江油中影国际影城（CINITY LED店）,51029661,绵阳
苏宁影城（激光沙发）,36017101,南昌
大地影院（南昌正嘉都荟广场店）,36017701,南昌
中影影领时代国际影城,45010671,南宁
中影环球影城（仙葫东方广场店）,45010681,南宁
万星影城（古田店）,35030211,宁德
莆田中影馨宜影城（皇庭水岸店）,35043941,莆田
卢米埃IMAX影城（宝龙一城杜比全景声店）,35023951,厦门
SFC上影影城（徐汇日月光店）,31074801,上海
苏宁影城（青浦激光沙发店）,31173801,上海
邻嘉影院（宝山智慧湾店）,31196201,上海
郡美激光巨幕影城(华漕旭辉店）,31116801,上海
红星电影世界上海汶水路超级店,31032201,上海
华夏星河影城（青浦宝龙广场店）,31173901,上海
新昌县石城影都,33056701,绍兴
华夏星光国际影城（龙岗红立方店）,44012851,深圳
华夏星光国际影城新桥店,44012861,深圳
深圳保利万和国际影城西乡4D店,44012881,深圳
中影科创国际影城,44012891,深圳
楼上友嘉影城（民治店）,44012941,深圳
大地影院（百兴商场店）,22042501,四平
伊通横店电影城,22042601,四平
中瑞国际影城（苏州天虹店）,32029721,苏州
岽锦泰禾（苏州海星广场店),32029751,苏州
苏州喜满客影城（水秀天地店）,32029731,苏州
微影时光星空影院（万科蓝山店）,14013951,太原
保利溱潼国际影城,32135411,泰州
华夏星空国际影城瑞安店,33074811,温州
瑞安星轶STARX影城（瑞安吾悦广场旗舰店）,33076041,温州
博纳国际影城（温州5050IMAX店）,33075111,温州
中影星美南影国际影城（亿嘉国际店）,46070201,文昌
博纳国际影城（江阴八佰伴店）,32039291,无锡
龙圩横店电影城,45040221,梧州
自由人影城（武汉金地广场店）,42019571,武汉
金逸星汇影城（万科嘉园店）,42019591,武汉
中影星美国际影城(Dolby Atmos武威店）,62101001,武威
中影时代影城（百寰店）,61011241,西安
UME影城（小寨MOMOPARK店）,61011231,西安
自由人影城（西安华清广场店）,61011261,西安
老河口横店影城,42103701,襄阳
汉川星耀影城,42073001,孝感
中影星美国际影城怡华广场店,32065411,扬州
中影星美国际影城（盈信广场店）,44142901,阳江
玉林幸福影城（金逸院线福城店）,45060321,玉林
晟嘉国际影城,43011211,长沙
博纳国际影城临平IMAX店,33018871,杭州
待着吧电影院,23080231,伊春
巴黎国际影城,23072211,双鸭山
耀莱成龙影城（观音山店）,32109141,南通
大同耀莱成龙国际影城西环路店,14023861,大同
北京耀莱成龙影城（丽泽桥店）,11071471,北京
武汉耀莱成龙国际影城吉庆街店,42019561,武汉
新世纪影城（达茂店）,15022441,包头
